84.133.98.225¦779846191¦jack¦<font color="#999999"><i>comes into chat...</i> :-)</font>¦1179865197¦22:19¦
84.133.98.225¦499206543¦jack¦<font color="#000000" class="normal">test</font>¦1179865217¦22:20¦
